,priogrid
19814,187090
19815,211365
19816,232418
19817,130537
19818,170395
19819,200002
19820,121201
19821,99249
19822,187770
19823,185196
19824,214470
19825,183465
19826,90617
19827,175841
19828,108269
19829,183269
19830,222935
19831,92393
19832,186689
19833,126953
19834,210770
19835,185158
19836,110435
19837,174096
19838,198862
19839,234159
19840,201720
19841,202218
19842,118327
19843,188532
19844,225776
19845,229822
19846,196413
19847,179744
19848,92047
19849,160752
19850,174842
19851,135923
19852,233024
19853,214284
19854,220311
19855,93842
19856,211312
19857,214598
19858,125121
19859,221245
19860,177247
19861,223887
19862,231684
19863,86995
19864,177262
19865,199561
19866,211537
19867,177690
19868,109366
19869,214458
19870,166091
19871,196380
19872,224525
19873,195241
19874,173982
19875,211634
19876,117573
19877,167538
19878,228382
19879,166174
19880,190949
19881,205564
19882,89165
19883,227673
19884,182650
19885,214337
19886,119056
19887,195740
19888,198594
19889,180195
19890,177308
19891,123748
19892,130170
19893,196295
19894,225767
19895,225781
19896,189231
19897,225751
19898,227020
19899,207739
19900,210678
19901,239158
19902,147440
19903,142770
19904,180872
19905,87049
19906,207810
19907,141678
19908,172615
19909,183716
19910,216470
19911,128786
19912,203233
19913,222549
19914,73429
19915,203510
19916,152110
19917,216853
19918,96743
19919,133446
19920,194918
19921,220705
19922,144517
19923,166865
19924,118733
19925,122970
19926,197664
19927,196672
19928,105013
19929,231666
19930,199657
19931,116163
19932,82326
19933,180413
19934,209631
19935,126984
19936,211595
19937,225350
19938,221877
19939,207023
19940,228115
19941,203253
19942,123749
19943,202234
19944,224782
19945,213010
19946,206549
19947,214213
19948,128045
19949,187021
19950,196069
19951,207567
19952,85900
19953,195599
19954,190229
19955,135912
19956,91667
19957,203682
19958,172681
19959,185546
19960,213530
19961,188105
19962,192712
19963,208269
19964,95284
19965,76978
19966,211855
19967,203224
19968,212883
19969,223320
19970,197872
19971,174099
19972,174793
19973,212884
19974,149560
19975,200809
19976,188299
19977,190696
19978,98180
19979,157508
19980,189871
19981,198556
19982,224113
19983,188503
19984,184080
19985,187604
19986,169798
19987,92037
19988,199317
19989,199320
19990,158258
19991,118365
19992,87355
19993,220824
19994,183381
19995,81968
19996,179777
19997,211783
19998,223518
19999,226119
20000,218835
20001,219984
20002,198214
20003,208628
20004,206096
20005,216687
20006,213699
20007,191285
20008,197482
20009,125907
20010,207606
20011,237782
20012,150659
20013,186206
20014,224419
20015,221653
20016,183223
20017,239928
20018,95310
20019,232729
20020,222901
20021,206780
20022,202027
20023,174400
20024,211375
20025,201501
20026,211186
20027,226196
20028,174410
20029,204671
20030,165454
20031,116872
20032,143474
20033,130219
20034,201439
20035,227211
20036,102508
20037,222315
20038,127660
20039,61427
20040,169818
20041,182578
20042,176303
20043,225265
20044,188793
20045,85614
20046,154961
20047,132318
20048,99593
20049,190976
20050,100348
20051,97857
20052,196335
20053,158198
20054,216472
20055,172583
20056,116852
20057,193552
20058,176938
20059,147401
20060,204629
20061,186403
20062,225100
20063,238182
20064,194870
20065,222601
20066,239951
20067,182618
20068,231779
20069,152490
20070,119067
20071,175845
20072,69350
20073,201832
20074,129446
20075,70545
20076,199594
20077,187094
20078,211812
20079,178753
20080,112954
20081,218273
20082,175419
20083,181606
20084,103905
20085,198837
20086,177711
20087,226789
20088,228344
20089,201760
20090,158244
20091,180408
20092,197896
20093,90257
20094,230994
20095,156418
20096,233389
20097,91370
20098,228687
20099,175147
20100,183224
20101,190292
20102,97459
20103,197448
20104,211724
20105,223318
20106,190470
20107,101747
20108,198537
20109,221193
20110,191150
20111,183428
20112,228711
20113,127291
20114,197484
20115,171508
20116,80860
20117,141637
20118,95301
20119,213283
20120,232346
20121,111501
20122,220320
20123,185936
20124,126609
20125,245740
20126,176893
20127,160361
20128,190607
20129,228069
20130,226730
20131,211176
20132,111817
20133,166186
20134,226939
20135,180535
20136,184814
20137,75527
20138,183477
20139,232460
20140,193397
20141,222404
20142,162582
20143,94226
20144,105036
20145,129802
20146,233792
20147,217136
20148,185612
20149,119768
20150,218833
20151,206739
20152,98170
20153,210137
20154,167238
20155,128070
20156,224819
20157,113975
20158,87365
20159,92407
20160,184846
20161,158960
20162,225075
20163,220927
20164,158906
20165,96348
20166,221702
20167,215089
20168,214666
20169,160045
20170,226515
20171,159284
20172,97121
20173,174791
20174,244982
20175,183753
20176,208579
20177,223411
20178,200024
20179,76567
20180,96740
20181,81292
20182,220839
20183,230256
20184,189571
20185,92794
20186,183486
20187,163243
20188,189118
20189,221008
20190,222397
20191,198936
20192,231101
20193,126940
20194,122331
20195,124070
20196,139890
20197,78724
20198,222671
20199,229532
20200,182760
20201,190983
20202,74149
20203,149942
20204,205614
20205,212826
20206,203897
20207,173355
20208,195979
20209,175153
20210,208034
20211,79427
20212,58533
20213,205659
20214,196028
20215,202228
20216,197436
20217,207856
20218,177603
20219,190618
20220,209479
20221,196484
20222,230313
20223,180162
20224,207788
20225,223782
20226,186201
20227,221088
20228,81277
20229,105377
20230,202896
20231,179827
20232,208685
20233,205819
20234,125126
20235,234574
20236,234538
20237,202076
20238,198868
20239,225459
20240,223362
20241,206427
20242,229674
20243,147489
20244,181229
20245,134865
20246,188116
20247,217647
20248,221870
20249,87712
20250,205414
20251,205439
20252,225112
20253,112569
20254,116864
20255,194878
20256,183804
20257,175473
20258,169035
20259,106456
20260,238479
20261,223177
20262,180474
20263,207135
20264,204275
20265,179052
20266,216588
20267,106488
20268,205650
20269,233936
20270,234207
20271,227555
20272,217303
20273,239154
20274,247193
20275,110053
20276,199904
20277,76309
20278,214430
20279,194208
20280,233087
20281,174035
20282,218551
20283,205304
20284,211795
20285,189751
20286,228303
20287,121879
20288,192707
20289,222903
20290,240619
20291,177593
20292,97450
20293,217502
20294,201038
20295,155307
20296,215018
20297,189222
20298,213881
20299,190478
20300,220982
20301,234203
20302,92415
20303,97813
20304,219090
20305,170791
20306,194945
20307,82328
20308,197900
20309,202779
20310,92086
20311,209738
20312,230612
20313,226736
20314,246414
20315,227448
20316,92411
20317,176229
20318,189520
20319,235966
20320,195272
20321,105012
20322,212544
20323,135617
20324,187759
20325,95651
20326,124767
20327,226832
20328,195252
20329,220425
20330,108969
20331,207576
20332,128073
20333,176989
20334,135582
20335,188857
20336,139919
20337,209284
20338,243556
20339,208471
20340,219656
20341,200634
20342,148113
20343,206437
20344,161480
20345,239531
20346,220874
20347,139172
20348,109344
20349,227739
20350,223902
20351,214440
20352,199829
20353,83743
20354,224684
20355,138472
20356,190960
20357,219448
20358,122625
20359,158243
20360,80153
20361,174738
20362,104311
20363,137047
20364,204201
20365,66462
20366,181179
20367,221236
20368,226775
20369,209736
20370,125186
20371,212152
20372,112540
20373,205674
20374,213534
20375,218631
20376,233834
20377,106113
20378,163254
20379,197642
20380,203532
20381,225797
20382,111102
20383,207137
20384,111124
20385,206105
20386,167587
20387,219108
20388,225186
20389,173676
20390,142076
20391,182666
20392,173361
20393,210413
20394,229635
20395,129829
20396,200667
20397,231763
20398,231341
20399,198123
20400,213034
20401,226710
20402,231528
20403,191871
20404,166161
20405,191345
20406,162885
20407,210782
20408,193084
20409,208465
20410,234549
20411,194063
20412,92822
20413,227334
20414,227925
20415,222633
20416,160763
20417,145321
20418,107908
20419,176859
20420,97475
20421,222605
20422,211057
20423,238517
20424,230559
20425,223042
20426,186628
20427,89908
20428,237009
20429,225799
20430,195735
20431,199857
20432,186827
20433,110437
20434,210120
20435,227202
20436,197899
20437,221681
20438,199692
20439,87061
20440,136310
20441,204119
20442,191660
20443,76977
20444,219661
20445,150333
20446,187315
20447,197016
20448,157112
20449,228005
20450,213590
20451,124786
20452,157730
20453,184712
20454,199635
20455,79131
20456,154980
20457,238248
20458,188065
20459,123036
20460,234884
20461,81965
20462,237761
20463,87048
20464,221979
20465,231097
20466,200756
20467,199614
20468,177657
20469,221670
20470,196338
20471,100721
20472,209434
20473,125187
20474,124772
20475,170419
20476,194217
20477,178315
20478,162499
20479,196322
20480,202184
20481,205096
20482,188424
20483,226247
20484,199247
20485,202559
20486,226989
20487,210777
20488,216456
20489,193081
20490,207808
20491,182059
20492,90595
20493,163946
20494,190434
20495,226078
20496,222299
20497,226199
20498,104288
20499,141324
20500,220198
20501,125521
20502,220455
20503,58531
20504,128056
20505,194297
20506,216518
20507,179910
20508,215723
20509,180921
20510,197157
20511,172602
20512,226538
20513,137361
20514,85608
20515,215689
20516,162521
20517,125192
20518,225035
20519,98140
20520,214256
20521,128060
20522,156037
20523,203431
20524,65012
20525,201738
20526,96405
20527,192003
20528,188771
20529,237026
20530,207528
20531,190648
20532,190261
20533,214245
20534,225377
20535,212871
20536,219320
20537,81969
20538,164756
20539,224010
20540,220811
20541,78005
20542,128746
20543,205069
20544,215755
20545,208111
20546,100733
20547,195636
20548,96032
20549,214692
20550,224618
20551,120173
20552,206153
20553,167599
20554,225844
20555,218047
20556,192087
20557,126965
20558,187395
20559,213553
20560,220916
20561,170777
20562,221004
20563,235325
20564,194637
20565,178394
20566,158263
20567,164013
20568,123323
20569,154598
20570,217517
20571,79443
20572,224617
20573,124828
20574,223683
20575,217476
20576,221015
20577,167638
20578,176137
20579,123346
20580,164667
20581,189716
20582,89221
20583,144193
20584,175480
20585,143499
20586,233461
20587,223024
20588,169366
20589,197185
20590,129809
20591,207571
20592,204314
20593,207514
20594,222794
20595,232441
20596,201040
20597,222810
20598,80172
20599,227212
20600,133036
20601,190726
20602,189474
20603,184471
20604,214273
20605,204658
20606,233821
20607,230468
20608,115467
20609,194799
20610,214046
20611,121901
20612,203567
20613,168351
20614,199237
20615,162580
20616,201507
20617,230975
20618,248614
20619,225977
20620,238083
20621,120531
20622,153532
20623,158187
20624,108618
20625,218949
20626,221692
20627,197156
20628,200568
20629,191265
20630,175089
20631,177257
20632,196942
20633,212524
20634,213472
20635,210758
20636,98563
20637,174034
20638,194540
20639,110787
20640,209923
20641,214686
20642,67617
20643,219428
20644,102519
20645,198559
20646,117597
20647,207876
20648,191209
20649,205621
20650,178343
20651,243561
20652,124087
20653,215736
20654,164700
20655,198255
20656,213656
20657,202224
20658,230820
20659,150339
20660,223924
20661,241020
20662,116181
20663,178424
20664,93540
20665,177974
20666,223235
20667,230894
20668,196011
20669,222809
20670,208490
20671,177291
20672,204838
20673,218031
20674,211497
20675,223149
20676,87027
20677,210847
20678,119723
20679,233202
20680,109698
20681,185656
20682,186824
20683,167533
20684,85913
20685,96723
20686,106055
20687,197004
20688,189764
20689,170385
20690,156819
20691,184473
20692,223186
20693,186974
20694,154592
20695,220918
20696,198385
20697,108272
20698,177655
20699,144516
20700,228438
20701,214389
20702,220784
20703,107899
20704,229510
20705,85927
20706,189564
20707,82728
20708,224310
20709,70794
20710,195247
20711,197685
20712,65016
20713,163935
20714,224961
20715,242815
20716,217610
20717,171242
20718,177581
20719,148174
20720,232372
20721,199894
20722,227485
20723,181305
20724,87770
20725,102870
20726,227407
20727,212077
20728,188378
20729,90596
20730,80569
20731,200991
20732,175443
20733,207852
20734,216872
20735,107550
20736,224065
20737,220409
20738,223050
20739,50628
20740,221824
20741,185541
20742,207217
20743,215167
20744,224057
20745,195598
20746,227952
20747,103898
20748,238874
20749,232012
20750,223717
20751,219638
20752,208672
20753,202061
20754,187735
20755,236026
20756,188107
20757,113326
20758,205664
20759,183001
20760,163260
20761,195687
20762,202803
20763,209305
20764,215394
20765,114039
20766,225500
20767,200587
20768,215964
20769,78409
20770,183295
20771,87779
20772,224747
20773,177968
20774,233106
20775,195479
20776,170409
20777,207961
20778,138471
20779,228016
20780,182306
20781,198436
20782,104316
20783,170086
20784,201833
20785,200701
20786,158567
20787,127311
20788,213229
20789,183368
20790,177966
20791,246441
20792,111154
20793,69334
20794,206470
20795,171842
20796,215370
20797,224696
20798,229560
20799,151777
20800,188328
20801,128026
20802,102854
20803,192041
20804,208547
20805,86620
20806,229366
20807,145672
20808,195991
20809,85205
20810,206317
20811,192770
20812,147445
20813,175103
20814,215926
20815,203237
20816,217829
20817,174396
20818,127683
20819,198969
20820,182678
20821,94233
20822,207022
20823,180928
20824,210196
20825,156405
20826,206321
20827,178039
20828,216887
20829,134157
20830,200986
20831,207967
20832,177985
20833,207081
20834,216447
20835,199945
20836,243562
20837,192148
20838,193389
20839,201834
20840,85596
20841,228299
20842,196376
20843,205624
20844,230935
20845,211504
20846,227287
20847,188040
20848,84141
20849,106778
20850,212060
20851,206484
20852,197451
20853,207747
20854,92034
20855,208217
20856,64294
20857,191992
20858,201790
20859,224811
20860,233825
20861,182364
20862,199268
20863,204872
20864,155680
20865,83021
20866,176187
20867,233152
20868,115463
20869,226499
20870,199801
20871,165466
20872,216482
20873,193427
20874,206598
20875,200055
20876,217479
20877,158247
20878,180614
20879,65495
20880,205113
20881,183472
20882,221819
20883,188483
20884,121907
20885,143482
20886,191379
20887,74805
20888,119779
20889,230265
20890,204116
20891,200553
20892,117600
20893,196813
20894,94929
20895,103935
20896,163580
20897,118724
20898,202023
20899,216752
20900,226210
20901,184167
20902,111833
20903,199664
20904,173305
20905,206347
20906,215667
20907,195629
20908,111832
20909,204915
20910,65026
20911,132703
20912,175835
20913,124479
20914,179075
20915,217194
20916,87780
20917,156289
20918,229441
20919,180182
20920,89195
20921,177609
20922,188512
20923,202944
20924,211486
20925,201020
20926,221512
20927,170457
20928,94221
20929,209559
20930,168247
20931,222611
20932,240323
20933,171882
20934,215329
20935,169395
20936,226671
20937,215969
20938,199666
20939,163960
20940,79853
20941,179407
20942,192826
20943,197410
20944,209379
20945,222551
20946,195539
20947,207109
20948,205735
20949,208475
20950,202180
20951,209330
20952,229748
20953,179843
20954,212286
20955,229808
20956,206381
20957,225169
20958,229844
20959,212223
20960,212903
20961,186176
20962,219018
20963,229521
20964,169020
20965,221834
20966,219517
20967,239202
